#! FIELDS e2e file.free der_e2e
#! SET min_e2e -0.187782
#! SET max_e2e 7.53606
#! SET nbins_e2e  64
#! SET periodic_e2e false
   -0.187782000   -0.000000000   -0.000000000
   -0.065181333   -0.000000000   -0.000000000
    0.057419333   -0.000000000   -0.000000000
    0.180020000   -0.000000000   -0.000000000
    0.302620667   -0.000000000   -0.000000000
    0.425221333   -0.000000000   -0.000000000
    0.547822000   -0.000000000   -0.000000000
    0.670422667   -0.000000000   -0.000000000
    0.793023333   -0.000000000   -0.000000000
    0.915624000   -0.000000000   -0.000000000
    1.038224667   -0.000000000   -0.000000000
    1.160825333   -0.000000000   -0.000000000
    1.283426000   -0.000000000   -0.000000000
    1.406026667   -0.000000000   -0.000000000
    1.528627333   -0.000000000   -0.000000000
    1.651228000   -0.000000000   -0.000000000
    1.773828667   -0.000000000   -0.000000000
    1.896429333   -0.000048154   -0.000567094
    2.019030000   -0.001139368   -0.013054447
    2.141630667   -0.006741807   -0.072797746
    2.264231333   -0.026092292   -0.260221420
    2.386832000   -0.087967267   -0.804894743
    2.509432667   -0.257622127   -2.130871567
    2.632033333   -0.674118338   -4.985441741
    2.754634000   -1.584445427  -10.353028704
    2.877234667   -3.351339055  -19.060755039
    2.999835333   -6.396011886  -31.078940265
    3.122436000  -11.041303212  -44.725880505
    3.245036667  -17.284225705  -56.408087172
    3.367637333  -24.600503046  -61.457612079
    3.490238000  -31.921424085  -56.030521489
    3.612838667  -37.866870726  -39.181047958
    3.735439333  -41.176686216  -13.823875329
    3.858040000  -41.148363382   14.157100574
    3.980640667  -37.868150806   38.217964278
    4.103241333  -32.137361140   53.577029430
    4.225842000  -25.159589922   58.552484366
    4.348442667  -18.153393725   54.460480926
    4.471043333  -12.045897166   44.508279748
    4.593644000   -7.327827838   32.379261424
    4.716244667   -4.071087846   21.066045340
    4.838845333   -2.055969850   12.251640137
    4.961446000   -0.939590907    6.359074279
    5.084046667   -0.386405387    2.933905659
    5.206647333   -0.140162933    1.175171212
    5.329248000   -0.045676610    0.421201329
    5.451848667   -0.012231108    0.122278625
    5.574449333   -0.001723526    0.018082190
    5.697050000   -0.000038050    0.000411642
    5.819650667   -0.000000000   -0.000000000
    5.942251333   -0.000000000   -0.000000000
    6.064852000   -0.000000000   -0.000000000
    6.187452667   -0.000000000   -0.000000000
    6.310053333   -0.000000000   -0.000000000
    6.432654000   -0.000000000   -0.000000000
    6.555254667   -0.000000000   -0.000000000
    6.677855333   -0.000000000   -0.000000000
    6.800456000   -0.000000000   -0.000000000
    6.923056667   -0.000000000   -0.000000000
    7.045657333   -0.000000000   -0.000000000
    7.168258000   -0.000000000   -0.000000000
    7.290858667   -0.000000000   -0.000000000
    7.413459333   -0.000000000   -0.000000000
    7.536060000   -0.000000000   -0.000000000
