#! FIELDS bla file.free der_bla
#! SET min_bla -0.897698
#! SET max_bla 8.9571
#! SET nbins_bla  81
#! SET periodic_bla false
   -0.897698000   -0.000000000   -0.000000000
   -0.774513025   -0.000000000   -0.000000000
   -0.651328050   -0.000000000   -0.000000000
   -0.528143075   -0.000000000   -0.000000000
   -0.404958100   -0.000000000   -0.000000000
   -0.281773125   -0.000027697   -0.000322498
   -0.158588150   -0.000346557   -0.003900487
   -0.035403175   -0.002578355   -0.028099479
    0.087781800   -0.010323265   -0.104194608
    0.210966775   -0.034124193   -0.313472023
    0.334151750   -0.100296476   -0.829739410
    0.457336725   -0.263371457   -1.939458534
    0.580521700   -0.618164900   -3.994889129
    0.703706675   -1.298915005   -7.242335208
    0.826891650   -2.447061201  -11.521962116
    0.950076625   -4.151834908  -16.112164668
    1.073261600   -6.385407211  -19.911241832
    1.196446575   -8.990920652  -22.070909663
    1.319631550  -11.761721883  -22.707016434
    1.442816525  -14.572893455  -22.970866379
    1.566001500  -17.467429183  -24.257885598
    1.689186475  -20.620231151  -27.181964464
    1.812371450  -24.215747449  -31.320508791
    1.935556425  -28.354537273  -35.899816089
    2.058741400  -33.063209674  -40.533000429
    2.181926375  -38.339062139  -44.962590610
    2.305111350  -44.082596264  -47.822320283
    2.428296325  -49.949747165  -46.442237732
    2.551481300  -55.242715664  -38.215349231
    2.674666275  -59.087358429  -23.324440216
    2.797851250  -60.899562284   -6.375666517
    2.921036225  -60.883190224    5.066134080
    3.044221200  -60.144587184    4.710164422
    3.167406175  -60.236409573   -7.856798902
    3.290591150  -62.313016707  -25.943525150
    3.413776125  -66.431687264  -39.352661873
    3.536961100  -71.487972673  -40.417641086
    3.660146075  -75.840438186  -28.428808360
    3.783331050  -78.204152016   -9.540317170
    3.906516025  -78.278487181    7.242754208
    4.029701000  -76.798750947   14.798723689
    4.152885975  -75.105376007   10.748086151
    4.276070950  -74.501012139   -2.048800298
    4.399255925  -75.691656288  -17.137941313
    4.522440900  -78.515871032  -27.467350725
    4.645625875  -82.052141573  -28.133271793
    4.768810850  -84.982740198  -17.640237965
    4.891995825  -85.989890563    2.616805617
    5.015180800  -84.038497696   29.692333532
    5.138365775  -78.536961905   59.614051414
    5.261550750  -69.453181353   86.759831637
    5.384735725  -57.512494538  105.030675178
    5.507920700  -44.131079062  109.633298377
    5.631105675  -31.088233144   99.877137742
    5.754290650  -19.947599830   79.741911946
    5.877475625  -11.584871677   55.898651539
    6.000660600   -6.060928317   34.453110100
    6.123845575   -2.845453618   18.681991917
    6.247030550   -1.193706818    8.900817786
    6.370215525   -0.446226049    3.728048456
    6.493400500   -0.147821337    1.368000015
    6.616585475   -0.039845679    0.400980918
    6.739770450   -0.005474198    0.057891216
    6.862955425   -0.000115146    0.001249236
    6.986140400   -0.000000000   -0.000000000
    7.109325375   -0.000000000   -0.000000000
    7.232510350   -0.000000000   -0.000000000
    7.355695325   -0.000000000   -0.000000000
    7.478880300   -0.000000000   -0.000000000
    7.602065275   -0.000000000   -0.000000000
    7.725250250   -0.000000000   -0.000000000
    7.848435225   -0.000000000   -0.000000000
    7.971620200   -0.000000000   -0.000000000
    8.094805175   -0.000000000   -0.000000000
    8.217990150   -0.000000000   -0.000000000
    8.341175125   -0.000000000   -0.000000000
    8.464360100   -0.000000000   -0.000000000
    8.587545075   -0.000000000   -0.000000000
    8.710730050   -0.000000000   -0.000000000
    8.833915025   -0.000000000   -0.000000000
    8.957100000   -0.000000000   -0.000000000
